,Frequency,Frequency,Frequency,Frequency,Frequency
2903,True,True,True,True,True
2904,True,True,True,True,True
2905,True,True,True,True,True
2906,True,True,True,True,True
2907,True,True,True,True,True
2908,True,True,True,True,True
2909,True,True,True,True,True
2910,True,True,True,True,True
2911,True,True,True,True,True
2912,True,True,True,True,True
2913,True,True,True,True,True
2914,True,True,True,True,True
2915,True,True,True,True,True
2916,True,True,True,True,True
2917,True,True,True,True,True
2918,True,True,True,True,True
2919,True,True,True,True,True
2920,True,True,True,True,True
2921,True,True,True,True,True
2922,True,True,True,True,True
2923,True,True,True,True,True
2924,True,True,True,True,True
2925,True,True,True,True,True
2926,True,True,True,True,True
2927,True,True,True,True,True
2928,True,True,True,True,True
2929,True,True,True,True,True
2930,True,True,True,True,True
2931,True,True,True,True,True
2932,True,True,True,True,True
2933,True,True,True,True,True
2934,True,True,True,True,True
2935,True,True,True,True,True
2936,True,True,True,True,True
2937,True,True,True,True,True
2938,True,True,True,True,True
2939,True,True,True,True,True
2940,True,True,True,True,True
2941,True,True,True,True,True
2942,True,True,True,True,True
2943,True,True,True,True,True
2944,True,True,True,True,True
2945,True,True,True,True,True
2946,True,True,True,True,True
2947,True,True,True,True,True
2948,True,True,True,True,True
2949,True,True,True,True,True
2950,True,True,True,True,True
2951,True,True,True,True,True
2952,True,True,True,True,True
2953,True,True,True,True,True
2954,True,True,True,True,True
2955,True,True,True,True,True
2956,True,True,True,True,True
2957,True,True,True,True,True
2958,True,True,True,True,True
2959,True,True,True,True,True
2960,True,True,True,True,True
2961,True,True,True,True,True
2962,True,True,True,True,True
2963,True,True,True,True,True
2964,True,True,True,True,True
2965,True,True,True,True,True
2966,True,True,True,True,True
2967,True,True,True,True,True
2968,True,True,True,True,True
2969,True,True,True,True,True
2970,True,True,True,True,True
2971,True,True,True,True,True
2972,True,True,True,True,True
2973,True,True,True,True,True
2974,True,True,True,True,True
2975,True,True,True,True,True
2976,True,True,True,True,True
2977,True,True,True,True,True
2978,True,True,True,True,True
2979,True,True,True,True,True
2980,True,True,True,True,True
2981,True,True,True,True,True
2982,True,True,True,True,True
2983,True,True,True,True,True
2984,True,True,True,True,True
2985,True,True,True,True,True
2986,True,True,True,True,True
2987,True,True,True,True,True
2988,True,True,True,True,True
2989,True,True,True,True,True
2990,True,True,True,True,True
2991,True,True,True,True,True
2992,True,True,True,True,True
2993,True,True,True,True,True
2994,True,True,True,True,True
2995,True,True,True,True,True
2996,True,True,True,True,True
2997,True,True,True,True,True
2998,True,True,True,True,True
2999,True,True,True,True,True
3000,True,True,True,True,True
3001,True,True,True,True,True
3002,True,True,True,True,True
3003,True,True,True,True,True
3004,True,True,True,True,True
3005,True,True,True,True,True
3006,True,True,True,True,True
3007,True,True,True,True,True
3008,True,True,True,True,True
3009,True,True,True,True,True
3010,True,True,True,True,True
3011,True,True,True,True,True
3012,True,True,True,True,True
3013,True,True,True,True,True
3014,True,True,True,True,True
3015,True,True,True,True,True
3016,True,True,True,True,True
3017,True,True,True,True,True
3018,True,True,True,True,True
3019,True,True,True,True,True
3020,True,True,True,True,True
3021,True,True,True,True,True
3022,True,True,True,True,True
3023,True,True,True,True,True
3024,True,True,True,True,True
3025,True,True,True,True,True
3026,True,True,True,True,True
3027,True,True,True,True,True
3028,True,True,True,True,True
3029,True,True,True,True,True
3030,True,True,True,True,True
3031,True,True,True,True,True
3032,True,True,True,True,True
3033,True,True,True,True,True
3034,True,True,True,True,True
3035,True,True,True,True,True
3036,True,True,True,True,True
3037,True,True,True,True,True
3038,True,True,True,True,True
3039,True,True,True,True,True
3040,True,True,True,True,True
3041,True,True,True,True,True
3042,True,True,True,True,True
3043,True,True,True,True,True
3044,True,True,True,True,True
3045,True,True,True,True,True
3046,True,True,True,True,True
3047,True,True,True,True,True
3048,True,True,True,True,True
3049,True,True,True,True,True
3050,True,True,True,True,True
3051,True,True,True,True,True
3052,True,True,True,True,True
3053,True,True,True,True,True
3054,True,True,True,True,True
3055,True,True,True,True,True
3056,True,True,True,True,True
3057,True,True,True,True,True
3058,True,True,True,True,True
3059,True,True,True,True,True
3060,True,True,True,True,True
3061,True,True,True,True,True
3062,True,True,True,True,True
3063,True,True,True,True,True
3064,True,True,True,True,True
3065,True,True,True,True,True
3066,True,True,True,True,True
3067,True,True,True,True,True
3068,True,True,True,True,True
3069,True,True,True,True,True
3070,True,True,True,True,True
3071,True,True,True,True,True
3072,True,True,True,True,True
3073,True,True,True,True,True
3074,True,True,True,True,True
3075,True,True,True,True,True
3076,True,True,True,True,True
3077,True,True,True,True,True
3078,True,True,True,True,True
3079,True,True,True,True,True
3080,True,True,True,True,True
3081,True,True,True,True,True
3082,True,True,True,True,True
3083,True,True,True,True,True
3084,True,True,True,True,True
3085,True,True,True,True,True
3086,True,True,True,True,True
3087,True,True,True,True,True
3088,True,True,True,True,True
3089,True,True,True,True,True
3090,True,True,True,True,True
3091,True,True,True,True,True
3092,True,True,True,True,True
3093,True,True,True,True,True
3094,True,True,True,True,True
3095,True,True,True,True,True
3096,True,True,True,True,True
3097,True,True,True,True,True
3098,True,True,True,True,True
3099,True,True,True,True,True
3100,True,True,True,True,True
3101,True,True,True,True,True
3102,True,True,True,True,True
3103,True,True,True,True,True
3104,True,True,True,True,True
3105,True,True,True,True,True
3106,True,True,True,True,True
3107,True,True,True,True,True
3108,True,True,True,True,True
3109,True,True,True,True,True
3110,True,True,True,True,True
3111,True,True,True,True,True
3112,True,True,True,True,True
3113,True,True,True,True,True
3114,True,True,True,True,True
3115,True,True,True,True,True
3116,True,True,True,True,True
3117,True,True,True,True,True
3118,True,True,True,True,True
3119,True,True,True,True,True
3120,True,True,True,True,True
3121,True,True,True,True,True
3122,True,True,True,True,True
3123,True,True,True,True,True
3124,True,True,True,True,True
3125,True,True,True,True,True
3126,True,True,True,True,True
3127,True,True,True,True,True
3128,True,True,True,True,True
3129,True,True,True,True,True
3130,True,True,True,True,True
3131,True,True,True,True,True
3132,True,True,True,True,True
3133,True,True,True,True,True
3134,True,True,True,True,True
3135,True,True,True,True,True
3136,True,True,True,True,True
3137,True,True,True,True,True
3138,True,True,True,True,True
3139,True,True,True,True,True
3140,True,True,True,True,True
3141,True,True,True,True,True
3142,True,True,True,True,True
3143,True,True,True,True,True
3144,True,True,True,True,True
3145,True,True,True,True,True
3146,True,True,True,True,True
3147,True,True,True,True,True
3148,True,True,True,True,True
3149,True,True,True,True,True
3150,True,True,True,True,True
3151,True,True,True,True,True
3152,True,True,True,True,True
3153,True,True,True,True,True
3154,True,True,True,True,True
3155,True,True,True,True,True
3156,True,True,True,True,True
3157,True,True,True,True,True
3158,True,True,True,True,True
3159,True,True,True,True,True
3160,True,True,True,True,True
3161,True,True,True,True,True
3162,True,True,True,True,True
3163,True,True,True,True,True
3164,True,True,True,True,True
3165,True,True,True,True,True
3166,True,True,True,True,True
3167,True,True,True,True,True
3168,True,True,True,True,True
3169,True,True,True,True,True
3170,True,True,True,True,True
3171,True,True,True,True,True
3172,True,True,True,True,True
3173,True,True,True,True,True
3174,True,True,True,True,True
3175,True,True,True,True,True
3176,True,True,True,True,True
3177,True,True,True,True,True
3178,True,True,True,True,True
3179,True,True,True,True,True
3180,True,True,True,True,True
3181,True,True,True,True,True
3182,True,True,True,True,True
3183,True,True,True,True,True
3184,True,True,True,True,True
3185,True,True,True,True,True
3186,True,True,True,True,True
3187,True,True,True,True,True
3188,True,True,True,True,True
3189,True,True,True,True,True
3190,True,True,True,True,True
3191,True,True,True,True,True
3192,True,True,True,True,True
3193,True,True,True,True,True
3194,True,True,True,True,True
3195,True,True,True,True,True
3196,True,True,True,True,True
3197,True,True,True,True,True
3198,True,True,True,True,True
3199,True,True,True,True,True
3200,True,True,True,True,True
3201,True,True,True,True,True
3202,True,True,True,True,True
3203,True,True,True,True,True
3204,True,True,True,True,True
3205,True,True,True,True,True
3206,True,True,True,True,True
3207,True,True,True,True,True
3208,True,True,True,True,True
3209,True,True,True,True,True
3210,True,True,True,True,True
3211,True,True,True,True,True
3212,True,True,True,True,True
3213,True,True,True,True,True
3214,True,True,True,True,True
3215,True,True,True,True,True
3216,True,True,True,True,True
3217,True,True,True,True,True
3218,True,True,True,True,True
3219,True,True,True,True,True
3220,True,True,True,True,True
3221,True,True,True,True,True
3222,True,True,True,True,True
3223,True,True,True,True,True
3224,True,True,True,True,True
3225,True,True,True,True,True
3226,True,True,True,True,True
3227,True,True,True,True,True
3228,True,True,True,True,True
3229,True,True,True,True,True
3230,True,True,True,True,True
3231,True,True,True,True,True
3232,True,True,True,True,True
3233,True,True,True,True,True
3234,True,True,True,True,True
3235,True,True,True,True,True
3236,True,True,True,True,True
3237,True,True,True,True,True
3238,True,True,True,True,True
3239,True,True,True,True,True
3240,True,True,True,True,True
3241,True,True,True,True,True
3242,True,True,True,True,True
3243,True,True,True,True,True
3244,True,True,True,True,True
3245,True,True,True,True,True
3246,True,True,True,True,True
3247,True,True,True,True,True
3248,True,True,True,True,True
3249,True,True,True,True,True
3250,True,True,True,True,True
3251,True,True,True,True,True
3252,True,True,True,True,True
3253,True,True,True,True,True
3254,True,True,True,True,True
3255,True,True,True,True,True
3256,True,True,True,True,True
3257,True,True,True,True,True
3258,True,True,True,True,True
3259,True,True,True,True,True
3260,True,True,True,True,True
3261,True,True,True,True,True
3262,True,True,True,True,True
3263,True,True,True,True,True
3264,True,True,True,True,True
3265,True,True,True,True,True
3266,True,True,True,True,True
3267,True,True,True,True,True
3268,True,True,True,True,True
3269,True,True,True,True,True
3270,True,True,True,True,True
3271,True,True,True,True,True
3272,True,True,True,True,True
3273,True,True,True,True,True
3274,True,True,True,True,True
3275,True,True,True,True,True
3276,True,True,True,True,True
3277,True,True,True,True,True
3278,True,True,True,True,True
3279,True,True,True,True,True
3280,True,True,True,True,True
3281,True,True,True,True,True
3282,True,True,True,True,True
3283,True,True,True,True,True
3284,True,True,True,True,True
3285,True,True,True,True,True
3286,True,True,True,True,True
3287,True,True,True,True,True
3288,True,True,True,True,True
3289,True,True,True,True,True
3290,True,True,True,True,True
3291,True,True,True,True,True
3292,True,True,True,True,True
3293,True,True,True,True,True
3294,True,True,True,True,True
3295,True,True,True,True,True
3296,True,True,True,True,True
3297,True,True,True,True,True
3298,True,True,True,True,True
3299,True,True,True,True,True
3300,True,True,True,True,True
3301,True,True,True,True,True
3302,True,True,True,True,True
3303,True,True,True,True,True
3304,True,True,True,True,True
3305,True,True,True,True,True
3306,True,True,True,True,True
3307,True,True,True,True,True
3308,True,True,True,True,True
3309,True,True,True,True,True
3310,True,True,True,True,True
3311,True,True,True,True,True
3312,True,True,True,True,True
3313,True,True,True,True,True
3314,True,True,True,True,True
3315,True,True,True,True,True
3316,True,True,True,True,True
3317,True,True,True,True,True
3318,True,True,True,True,True
3319,True,True,True,True,True
3320,True,True,True,True,True
3321,True,True,True,True,True
3322,True,True,True,True,True
3323,True,True,True,True,True
3324,True,True,True,True,True
3325,True,True,True,True,True
3326,True,True,True,True,True
3327,True,True,True,True,True
3328,True,True,True,True,True
